city_name;zipcode;Zusatzziffer;community_name;canton;E;N
Niederösch;3424;0;Ersigen;BE;7.612;47.116
Nierlet-les-Bois;1772;1;Ponthaux;FR;7.058;46.818
Niouc;3960;4;Anniviers;VS;7.552;46.271
Niva (Vallemaggia);6683;2;Campo (Vallemaggia);TI;8.531;46.291
Nivo;6746;2;Faido;TI;8.842;46.436
Nods;2518;0;Nods;BE;7.080;47.112
Noflen BE;3116;3;Noflen;BE;7.543;46.806
Nohl;8212;4;Laufen-Uhwiesen;ZH;8.608;47.670
Noiraigue;2103;0;Val-de-Travers;NE;6.723;46.956
Noréaz;1757;0;Noréaz;FR;7.028;46.803
Nottwil;6207;0;Nottwil;LU;8.134;47.134
Novaggio;6986;0;Novaggio;TI;8.860;46.011
Novalles;1431;2;Novalles;VD;6.596;46.828
Novazzano;6883;0;Novazzano;TI;8.981;45.842
Noville;1845;0;Noville;VD;6.899;46.381
Noës;3976;0;Sierre;VS;7.507;46.280
Nufenen;7437;0;Nufenen;GR;9.245;46.541
Nuglar;4412;0;Nuglar-St. Pantaleon;SO;7.698;47.469
Nunningen;4208;0;Nunningen;SO;7.621;47.392
Nussbaumen AG;5415;0;Obersiggenthal;AG;8.290;47.489
Nussbaumen TG;8537;0;Hüttwilen;TG;8.824;47.626
Nusshof;4453;0;Nusshof;BL;7.801;47.491
Nuvilly;1485;0;Nuvilly;FR;6.831;46.784
Nyon;1260;0;Nyon;VD;6.238;46.381
Näfels;8752;0;Glarus Nord;GL;9.057;47.101
Nänikon;8606;0;Uster;ZH;8.692;47.374
Némiaz (Chamoson);1955;3;Chamoson;VS;7.224;46.212
Nürensdorf;8309;0;Nürensdorf;ZH;8.657;47.449
Obbürgen;6363;0;Stansstad;NW;8.371;46.984
Oberaach;8587;0;Amriswil;TG;9.269;47.560
Oberarth;6414;0;Arth;SZ;8.534;47.053
Oberbalm;3096;0;Oberbalm;BE;7.405;46.873
Oberbalmberg;4524;3;Balm bei Günsberg;SO;7.539;47.264
Oberbipp;4538;0;Oberbipp;BE;7.657;47.260
Oberbuchsiten;4625;0;Oberbuchsiten;SO;7.773;47.310
Oberburg;3414;0;Oberburg;BE;7.620;47.039
Oberbussnang;9565;2;Bussnang;TG;9.089;47.547
Oberbüren;9245;0;Oberbüren;SG;9.165;47.449
Oberbütschel;3088;2;Rüeggisberg;BE;7.459;46.837
Oberdiessbach;3672;0;Oberdiessbach;BE;7.624;46.838
Oberdorf BL;4436;0;Oberdorf (BL);BL;7.759;47.392
Oberdorf NW;6370;41;Oberdorf (NW);NW;8.384;46.959
Oberdorf SO;4515;0;Oberdorf (SO);SO;7.502;47.228
Oberegg;9413;0;Oberegg;AI;9.578;47.427
Oberegg;9413;0;Oberegg;AI;9.548;47.420
Oberembrach;8425;0;Oberembrach;ZH;8.626;47.488
Oberems;3948;1;Oberems;VS;7.690;46.281
Oberengstringen;8102;0;Oberengstringen;ZH;8.467;47.410
Oberentfelden;5036;0;Oberentfelden;AG;8.034;47.358
Oberflachs;5108;0;Schinznach;AG;8.125;47.440
Oberfrittenbach;3551;0;Langnau im Emmental;BE;7.800;46.978
Obergerlafingen;4564;0;Obergerlafingen;SO;7.584;47.161
Obergesteln;3988;2;Obergoms;VS;8.321;46.515
Oberglatt ZH;8154;0;Oberglatt;ZH;8.530;47.481
Obergoldbach;3434;0;Landiswil;BE;7.673;46.961
Obergösgen;4653;0;Obergösgen;SO;7.956;47.362
Oberhallau;8216;0;Oberhallau;SH;8.479;47.705
Oberhasli;8156;0;Niederhasli;ZH;8.495;47.463
Oberhelfenschwil;9621;0;Oberhelfenschwil;SG;9.109;47.355
Oberhof;5062;0;Oberhof;AG;8.003;47.449
Oberhofen AG;5273;0;Mettauertal;AG;8.133;47.555
Oberhofen TG;8574;2;Lengwil;TG;9.192;47.616
Oberhofen am Thunersee;3653;0;Oberhofen am Thunersee;BE;7.675;46.732
Oberhünigen;3504;2;Oberhünigen;BE;7.659;46.880
Oberiberg;8843;0;Oberiberg;SZ;8.786;47.042
Oberkirch LU;6208;0;Oberkirch;LU;8.115;47.159
Oberkulm;5727;0;Oberkulm;AG;8.116;47.299
Oberlunkhofen;8917;0;Oberlunkhofen;AG;8.398;47.312
Obermumpf;4324;0;Obermumpf;AG;7.937;47.530
Obermutten;7431;2;Mutten;GR;9.486;46.671
Obernau;6012;0;Kriens;LU;8.253;47.032
Oberneunforn;8526;0;Neunforn;TG;8.774;47.605
Oberramsern;4588;2;Messen;SO;7.465;47.114
Oberrickenbach;6387;0;Wolfenschiessen;NW;8.424;46.888
Oberried FR;1724;5;Le Mouret;FR;7.189;46.736
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;BE;7.957;46.738
Oberrieden;8942;0;Oberrieden;ZH;8.574;47.273
Oberriet SG;9463;0;Oberriet (SG);SG;9.571;47.326
Oberrindal;9604;1;Jonschwil;SG;9.118;47.409
Oberrohrdorf;5452;0;Oberrohrdorf;AG;8.322;47.423
Oberrüti;5647;0;Oberrüti;AG;8.396;47.166
Obersaxen;7134;0;Obersaxen Mundaun;GR;9.100;46.749
Oberschan;9479;0;Wartau;SG;9.473;47.100
Oberschrot;1716;2;Oberschrot;FR;7.274;46.739
Oberstammheim;8477;0;Oberstammheim;ZH;8.798;47.629
Obersteckholz;4924;0;Obersteckholz;BE;7.818;47.200
Oberstetten;9249;2;Uzwil;SG;9.090;47.447
Oberstocken;3632;3;Stocken-Höfen;BE;7.554;46.716
Oberterzen;8884;0;Quarten;SG;9.257;47.099
Oberthal;3531;0;Oberthal;BE;7.685;46.920
Oberurnen;8868;0;Glarus Nord;GL;9.056;47.116
Oberuzwil;9242;0;Oberuzwil;SG;9.119;47.429
Oberwald;3999;0;Obergoms;VS;8.347;46.535
Oberwangen TG;8374;2;Fischingen;TG;8.973;47.428
Oberwangen b. Bern;3173;0;Köniz;BE;7.361;46.916
Oberweningen;8165;2;Oberweningen;ZH;8.407;47.504
Oberwil (Dägerlen);8471;3;Dägerlen;ZH;8.712;47.572
Oberwil BL;4104;0;Oberwil (BL);BL;7.549;47.520
Oberwil b. Büren;3298;0;Oberwil bei Büren;BE;7.409;47.127
Oberwil b. Zug;6317;0;Zug;ZG;8.512;47.147
Oberwil im Simmental;3765;0;Oberwil im Simmental;BE;7.433;46.657
Oberwil-Lieli;8966;0;Oberwil-Lieli;AG;8.394;47.339
Oberägeri;6315;0;Oberägeri;ZG;8.614;47.139
Oberönz;3363;0;Herzogenbuchsee;BE;7.697;47.179
Oberösch;3424;2;Ersigen;BE;7.608;47.110
Obfelden;8912;0;Obfelden;ZH;8.420;47.266
Obstalden;8758;0;Glarus Nord;GL;9.154;47.118
Ochlenberg;3367;2;Ochlenberg;BE;7.740;47.150
Ocourt;2889;0;Clos du Doubs;JU;7.078;47.352
Odogno;6960;0;Capriasca;TI;8.970;46.082
Oekingen;4566;3;Oekingen;SO;7.606;47.181
Oensingen;4702;0;Oensingen;SO;7.724;47.287
Oerlingen;8461;0;Kleinandelfingen;ZH;8.673;47.623
Oeschenbach;4943;0;Oeschenbach;BE;7.747;47.102
Oeschgen;5072;0;Oeschgen;AG;8.019;47.523
Oeschseite;3776;0;Zweisimmen;BE;7.343;46.524
Oetwil am See;8618;0;Oetwil am See;ZH;8.727;47.270
Oetwil an der Limmat;8955;0;Oetwil an der Limmat;ZH;8.389;47.431
Oey;3753;0;Diemtigen;BE;7.579;46.660
Oftringen;4665;0;Oftringen;AG;7.933;47.310
Ogens;1045;0;Ogens;VD;6.722;46.711
Oggio;6955;1;Capriasca;TI;8.986;46.071
Oggio;6955;1;Capriasca;TI;8.981;46.070
Ohmstal;6143;0;Schötz;LU;7.954;47.160
Oleyres;1580;2;Avenches;VD;7.038;46.853
Olivone;6718;0;Blenio;TI;8.941;46.530
Ollon VD;1867;0;Ollon;VD;6.995;46.297
Ollon VS;3971;2;Chermignon;VS;7.477;46.274
Olsberg;4305;0;Olsberg;AG;7.784;47.523
Olten;4600;0;Olten;SO;7.912;47.353
Oltingen;4494;0;Oltingen;BL;7.939;47.433
Onex;1213;3;Onex;GE;6.101;46.182
Onnens FR;1756;0;La Brillaz;FR;7.039;46.776
Onnens VD;1425;0;Onnens (VD);VD;6.686;46.839
Opfershofen TG;8584;1;Bürglen (TG);TG;9.172;47.560
Opfertshofen SH;8236;2;Thayngen;SH;8.663;47.777
Opfikon;8152;1;Opfikon;ZH;8.582;47.431
Oppens;1047;0;Oppens;VD;6.692;46.714
Oppikon;9565;3;Bussnang;TG;9.060;47.550
Oppligen;3629;2;Oppligen;BE;7.594;46.821
Orbe;1350;0;Orbe;VD;6.533;46.725
Orges;1430;0;Orges;VD;6.589;46.808
Orient;1341;0;Le Chenit;VD;6.238;46.601
Origlio;6945;0;Origlio;TI;8.944;46.054
Ormalingen;4466;0;Ormalingen;BL;7.871;47.473
Ormône (Savièse);1965;5;Savièse;VS;7.349;46.242
Orny;1317;0;Orny;VD;6.526;46.668
Oron-la-Ville;1610;0;Oron;VD;6.827;46.570
Oron-le-Châtel;1608;0;Oron;VD;6.838;46.575
Orpund;2552;0;Orpund;BE;7.313;47.137
Orselina;6644;0;Orselina;TI;8.800;46.180
Orsières;1937;0;Orsières;VS;7.146;46.031
Orsonnens;1694;3;Villorsonnens;FR;6.994;46.717
Ortschwaben;3042;0;Meikirch;BE;7.399;46.992
Orvin;2534;0;Orvin;BE;7.216;47.159
Orzens;1413;0;Orzens;VD;6.684;46.721
Oschwand;3476;0;Ochlenberg;BE;7.719;47.141
Osco;6763;0;Faido;TI;8.781;46.493
Osogna;6703;0;Osogna;TI;8.987;46.313
Ospizio Bernina;7710;0;Poschiavo;GR;10.022;46.411
Ossingen;8475;0;Ossingen;ZH;8.726;47.609
Osterfingen;8218;0;Wilchingen;SH;8.491;47.663
Ostermundigen;3072;0;Ostermundigen;BE;7.498;46.958
Otelfingen;8112;0;Otelfingen;ZH;8.387;47.462
Othmarsingen;5504;0;Othmarsingen;AG;8.210;47.402
Ottenbach;8913;0;Ottenbach;ZH;8.402;47.278
Ottikon (Gossau ZH);8626;0;Gossau (ZH);ZH;8.781;47.295
Ottikon b. Kemptthal;8307;2;Illnau-Effretikon;ZH;8.721;47.434
Ottoberg;8561;0;Märstetten;TG;9.089;47.588
Oulens-sous-Echallens;1377;0;Oulens-sous-Echallens;VD;6.578;46.644
Oulens-sur-Lucens;1522;9;Lucens;VD;6.808;46.704
Ovronnaz;1911;0;Leytron;VS;7.172;46.199
Pagig;7028;1;Arosa;GR;9.636;46.838
Pailly;1416;0;Pailly;VD;6.672;46.699
Palagnedra;6657;0;Centovalli;TI;8.632;46.154
Palasuit (Liddes);1945;10;Liddes;VS;7.193;45.982
Palézieux;1607;0;Oron;VD;6.838;46.543
Palézieux-Village;1607;1;Oron;VD;6.830;46.557
Pambio-Noranco;6915;0;Lugano;TI;8.931;45.986
Pampigny;1142;0;Pampigny;VD;6.429;46.582
Panex;1867;3;Ollon;VD;7.014;46.311
Pany;7243;0;Luzein;GR;9.769;46.931
Paradiso;6900;9;Paradiso;TI;8.946;45.989
Parpan;7076;0;Churwalden;GR;9.561;46.762
Parsonz;7464;0;Surses;GR;9.570;46.609
Paspels;7417;0;Domleschg;GR;9.445;46.750
Passugg;7062;0;Churwalden;GR;9.549;46.828
Paudex;1094;0;Paudex;VD;6.672;46.506
Payerne;1530;0;Payerne;VD;6.938;46.821
Pazzallo;6912;0;Lugano;TI;8.943;45.985
Peccia;6695;0;Lavizzara;TI;8.648;46.407
Pedrinate;6832;0;Chiasso;TI;9.013;45.826
Peiden;7110;0;Lumnezia;GR;9.196;46.720
Peist;7029;0;Arosa;GR;9.672;46.834
Peney-le-Jorat;1059;0;Jorat-Menthue;VD;6.728;46.634
Pensier;1783;0;Barberêche;FR;7.135;46.844
Penthalaz;1305;0;Penthalaz;VD;6.529;46.614
Penthaz;1303;0;Penthaz;VD;6.539;46.600
Penthéréaz;1375;0;Penthéréaz;VD;6.604;46.682
Perlen;6035;0;Buchrain;LU;8.360;47.111
Perly;1258;0;Perly-Certoux;GE;6.088;46.156
Perrefitte;2742;0;Perrefitte;BE;7.342;47.275
Perroy;1166;0;Perroy;VD;6.365;46.468
Personico;6744;0;Personico;TI;8.919;46.370
Peseux;2034;0;Peseux;NE;6.889;46.987
Petit Vichères (Liddes);1945;12;Liddes;VS;7.166;45.994
Petit-Lancy;1213;0;Lancy;GE;6.117;46.189
Petit-Martel;2316;2;Les Ponts-de-Martel;NE;6.752;47.011
Peyres-Possens;1063;4;Montanaire;VD;6.707;46.663
Pfaffhausen;8118;0;Fällanden;ZH;8.626;47.365
Pfaffnau;6264;0;Pfaffnau;LU;7.900;47.227
Pfeffikon LU;5735;0;Rickenbach (LU);LU;8.173;47.249
Pfeffingen;4148;0;Pfeffingen;BL;7.580;47.457
Pfungen;8422;0;Pfungen;ZH;8.646;47.513
Pfyn;8505;0;Pfyn;TG;8.955;47.599
Pfäfers;7312;0;Pfäfers;SG;9.505;46.991
Pfäfers;7312;0;Pfäfers;SG;9.488;46.964
Pfäffikon SZ;8808;0;Freienbach;SZ;8.778;47.200
Pfäffikon ZH;8330;0;Pfäffikon;ZH;8.781;47.365
Piandera Paese;6959;5;Lugano;TI;9.040;46.083
Piandera Paese;6959;5;Lugano;TI;9.032;46.079
Pianezzo;6582;0;Pianezzo;TI;9.030;46.170
Piano di Peccia;6695;1;Lavizzara;TI;8.608;46.414
Piazzogna;6579;0;Gambarogno;TI;8.825;46.135
Pierrafortscha;1723;4;Pierrafortscha;FR;7.186;46.787
Pieterlen;2542;0;Pieterlen;BE;7.328;47.174
Pignia;7443;0;Andeer;GR;9.441;46.614
Pigniu;7156;1;Ilanz/Glion;GR;9.117;46.809
Piotta;6776;0;Quinto;TI;8.671;46.514
Pitasch;7111;0;Ilanz/Glion;GR;9.217;46.731
Pizy;1174;2;Aubonne;VD;6.348;46.494
Plaffeien;1716;0;Plaffeien;FR;7.286;46.742
Plagne;2536;0;Sauge;BE;7.287;47.188
Plan-les-Ouates;1228;0;Plan-les-Ouates;GE;6.116;46.168
Planken;9498;0;Planken;LI;9.546;47.185
Plasselb;1737;0;Plasselb;FR;7.252;46.736
Platta;7185;0;Medel (Lucmagn);GR;8.854;46.658
Plaun da Lej;7517;0;Sils im Engadin/Segl;GR;9.724;46.422
Pleigne;2807;0;Pleigne;JU;7.294;47.408
Pleujouse;2953;3;La Baroche;JU;7.211;47.413
Plons;8889;0;Mels;SG;9.399;47.057
Pohlern;3638;1;Pohlern;BE;7.535;46.725
Poliez-Pittet;1041;32;Poliez-Pittet;VD;6.683;46.628
Poliez-le-Grand;1041;31;Montilliez;VD;6.664;46.639
Pollegio;6742;0;Pollegio;TI;8.941;46.365
Pompaples;1318;0;Pompaples;VD;6.511;46.666
Pomy;1405;0;Pomy;VD;6.669;46.759
Pont (Veveyse);1699;2;Le Flon;FR;6.854;46.589
Pont-de-la-Morge (Sion);1962;0;Sion;VS;7.319;46.226
Pont-la-Ville;1649;0;Pont-la-Ville;FR;7.111;46.700
Ponte Capriasca;6946;0;Ponte Capriasca;TI;9.066;46.124
Ponte Capriasca;6946;0;Ponte Capriasca;TI;8.949;46.062
Ponte Cremenaga;6996;0;Monteggio;TI;8.801;45.993
Ponte Tresa;6988;0;Ponte Tresa;TI;8.858;45.970
Pontenet;2733;0;Valbirse;BE;7.254;47.239
Ponthaux;1772;2;Ponthaux;FR;7.040;46.816
Ponto Valentino;6724;0;Acquarossa;TI;8.935;46.483
Pontresina;7504;0;Pontresina;GR;9.902;46.494
Porrentruy;2900;0;Porrentruy;JU;7.077;47.416
Porsel;1699;0;Le Flon;FR;6.886;46.595
Porsel;1699;0;Le Flon;FR;6.866;46.600
Port;2562;0;Port;BE;7.255;47.117
Portalban;1568;0;Delley-Portalban;FR;6.955;46.918
Portein;7423;2;Cazis;GR;9.407;46.710
Porto Ronco;6613;0;Ronco sopra Ascona;TI;8.726;46.140
Porza;6948;0;Porza;TI;8.955;46.027
Posat;1726;4;Gibloux;FR;7.058;46.738
Poschiavo;7742;0;Poschiavo;GR;10.062;46.326
Posieux;1725;0;Hauterive (FR);FR;7.095;46.762
Praden;7063;0;Tschiertschen-Praden;GR;9.584;46.824
Pragg-Jenaz;7231;0;Jenaz;GR;9.704;46.940
Prahins;1408;0;Donneloye;VD;6.740;46.735
Prangins;1197;0;Prangins;VD;6.250;46.395
Praratoud;1528;2;Surpierre;FR;6.848;46.735
Prato (Leventina);6773;0;Prato (Leventina);TI;8.757;46.483
Prato-Sornico;6694;0;Lavizzara;TI;8.654;46.396
Pratteln;4133;0;Pratteln;BL;7.688;47.516
Pratval;7415;2;Domleschg;GR;9.449;46.732
Pravidondaz (Salins);1991;3;Sion;VS;7.355;46.212
Praz (Vully);1788;0;Mont-Vully;FR;7.097;46.953
Praz-de-Fort;1943;0;Orsières;VS;7.125;45.990
Preda;7482;1;Bergün/Bravuogn;GR;9.777;46.590
Pregassona;6963;0;Lugano;TI;8.972;46.022
Premier;1324;0;Premier;VD;6.445;46.704
Preonzo;6523;0;Preonzo;TI;9.002;46.263
Presinge;1243;0;Presinge;GE;6.255;46.219
Prez-vers-Noréaz;1746;0;Prez-vers-Noréaz;FR;7.015;46.786
Prez-vers-Siviriez;1677;0;Siviriez;FR;6.874;46.638
Prilly;1008;0;Prilly;VD;6.608;46.534
Pringy;1663;2;Gruyères;FR;7.072;46.579
Produit (Leytron);1912;2;Leytron;VS;7.195;46.187
Progens;1624;3;La Verrerie;FR;6.910;46.583
Progens;1624;3;Semsales;FR;6.950;46.594
Promasens;1673;0;Rue;FR;6.823;46.601
Promontogno;7606;0;Bregaglia;GR;9.556;46.337
Prosito;6526;0;Lodrino;TI;8.984;46.280
Provence;1428;1;Provence;VD;6.726;46.890
Prugiasco;6723;0;Acquarossa;TI;8.932;46.462
Präz;7424;0;Cazis;GR;9.407;46.744
Préverenges;1028;0;Préverenges;VD;6.527;46.518
Prévondavaux;1410;4;Prévondavaux;FR;6.793;46.727
Prévonloup;1682;0;Prévonloup;VD;6.882;46.700
Prêles;2515;0;Plateau de Diesse;BE;7.130;47.099
Pugerna;6823;0;Arogno;TI;8.979;45.979
Puidoux;1070;0;Puidoux;VD;6.783;46.498
Pully;1009;0;Pully;VD;6.662;46.509
Puplinge;1241;0;Puplinge;GE;6.232;46.210
Pura;6984;0;Pura;TI;8.869;45.986
Purasca;6989;0;Croglio;TI;8.852;45.979
Pusserein;7228;1;Schiers;GR;9.711;46.984
Putz;7224;0;Luzein;GR;9.742;46.926
Péry;2603;0;Péry-La Heutte;BE;7.250;47.195
Quarten;8883;0;Quarten;SG;9.236;47.105
Quartino;6572;0;Gambarogno;TI;8.895;46.153
Quinten;8878;0;Quarten;SG;9.218;47.130
Quinto;6777;0;Quinto;TI;8.711;46.511
Rabius;7172;0;Sumvitg;GR;8.955;46.735
Radelfingen b. Aarberg;3271;0;Radelfingen;BE;7.269;47.022
Rafz;8197;0;Rafz;ZH;8.535;47.614
Rain;6026;0;Rain;LU;8.263;47.130
Ramersberg;6060;2;Sarnen;OW;8.231;46.900
Ramiswil;4719;0;Mümliswil-Ramiswil;SO;7.660;47.347
Ramlinsburg;4433;0;Ramlinsburg;BL;7.770;47.449
Ramosch;7556;0;Valsot;GR;10.387;46.834
Ramosch;7556;0;Valsot;GR;10.245;46.901
Ramsei;3435;0;Lützelflüh;BE;7.708;46.998
Ramsen;8262;0;Ramsen;SH;8.813;47.707
Rancate;6862;0;Mendrisio;TI;8.969;45.871
Rances;1439;0;Rances;VD;6.531;46.761
Randa;3928;0;Randa;VS;7.787;46.100
Randogne;3975;0;Randogne;VS;7.511;46.313
Ranflüh;3439;0;Lützelflüh;BE;7.743;46.990
Ranzo;6577;0;Gambarogno;TI;8.776;46.117
Raperswilen;8558;0;Raperswilen;TG;9.047;47.634
Rapperswil BE;3255;0;Rapperswil (BE);BE;7.405;47.062
Rapperswil SG;8640;0;Rapperswil-Jona;SG;8.818;47.225
Raron;3942;0;Raron;VS;7.797;46.310
Rasa;6655;3;Centovalli;TI;8.655;46.156
Ravoire;1928;0;Martigny-Combe;VS;7.046;46.097
Realp;6491;0;Realp;UR;8.506;46.600
Realta;7408;1;Cazis;GR;9.421;46.755
Rebeuvelier;2832;0;Rebeuvelier;JU;7.409;47.325
Rebstein;9445;0;Rebstein;SG;9.584;47.399
Rebévelier;2717;2;Rebévelier;BE;7.187;47.290
Recherswil;4565;0;Recherswil;SO;7.600;47.160
Rechthalten;1718;0;Rechthalten;FR;7.235;46.766
Reckingen VS;3998;0;Reckingen-Gluringen;VS;8.243;46.472
Reconvilier;2732;0;Reconvilier;BE;7.212;47.235
Regensberg;8158;0;Regensberg;ZH;8.437;47.482
Regensdorf;8105;0;Regensdorf;ZH;8.466;47.432
Rehetobel;9038;0;Rehetobel;AR;9.486;47.427
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;BE;7.694;46.626
Reichenburg;8864;0;Reichenburg;SZ;8.974;47.168
Reiden;6260;0;Reiden;LU;7.972;47.244
Reidermoos;6260;2;Reiden;LU;7.990;47.255
Reigoldswil;4418;0;Reigoldswil;BL;7.687;47.400
Reinach AG;5734;0;Reinach (AG);AG;8.191;47.256
Reinach BL;4153;0;Reinach (BL);BL;7.590;47.493
Reisiswil;4919;0;Reisiswil;BE;7.846;47.165
Reitnau;5057;0;Reitnau;AG;8.049;47.251
Rekingen AG;5332;0;Rekingen (AG);AG;8.328;47.570
Remaufens;1617;0;Remaufens;FR;6.879;46.528
Remetschwil;5453;0;Remetschwil;AG;8.332;47.407
Remigen;5236;0;Remigen;AG;8.185;47.519
Renan BE;2616;0;Renan (BE);BE;6.929;47.127
Renens VD;1020;0;Renens (VD);VD;6.591;46.537
Rengg;6162;2;Entlebuch;LU;8.091;47.003
Rennaz;1847;0;Rennaz;VD;6.919;46.376
Retschwil;6285;2;Hitzkirch;LU;8.253;47.193
Reute AR;9411;0;Berneck;SG;9.594;47.420
Reute AR;9411;0;Reute (AR);AR;9.575;47.419
Reutigen;3647;0;Reutigen;BE;7.619;46.693
Reutlingen (Winterthur);8404;2;Winterthur;ZH;8.748;47.528
Reverolle;1128;0;Reverolle;VD;6.440;46.542
Rheinau;8462;0;Rheinau;ZH;8.608;47.646
Rheineck;9424;0;Rheineck;SG;9.590;47.466
Rheinfelden;4310;0;Rheinfelden;AG;7.807;47.550
Rheinklingen;8259;3;Wagenhausen;TG;8.807;47.675
Rheinsulz;5084;0;Laufenburg;AG;8.087;47.554
Rhäzüns;7403;0;Rhäzüns;GR;9.393;46.797
Riaz;1632;0;Riaz;FR;7.061;46.642
Riazzino;6595;0;Lavertezzo;TI;8.888;46.178
Richenthal;6263;0;Reiden;LU;7.942;47.219
Richigen;3078;0;Worb;BE;7.587;46.919
Richterswil;8805;0;Richterswil;ZH;8.701;47.208
Ricken SG;8726;0;Wattwil;SG;9.047;47.264
Rickenbach BL;4462;0;Rickenbach (BL);BL;7.847;47.486
Rickenbach LU;6221;0;Rickenbach (LU);LU;8.152;47.227
Rickenbach SO;4613;0;Rickenbach (SO);SO;7.855;47.342
Rickenbach Sulz;8545;1;Rickenbach (ZH);ZH;8.783;47.542
Rickenbach ZH;8545;0;Rickenbach (ZH);ZH;8.799;47.550
Rickenbach b. Schwyz;6432;0;Schwyz;SZ;8.666;47.016
Rickenbach b. Wil;9532;0;Jonschwil;SG;9.063;47.435
Rickenbach b. Wil;9532;0;Rickenbach (TG);TG;9.047;47.448
Ricketwil (Winterthur);8352;2;Winterthur;ZH;8.801;47.487
Riddes;1908;0;Riddes;VS;7.220;46.169
Ried (Frutigen);3724;0;Frutigen;BE;7.612;46.564
Ried (Muotathal);6436;3;Muotathal;SZ;8.714;46.986
Ried b. Kerzers;3216;0;Ried bei Kerzers;FR;7.186;46.954
Ried-Brig;3911;0;Ried-Brig;VS;8.018;46.312
Ried-Mörel;3986;0;Riederalp;VS;8.030;46.358
Rieden AG;5415;2;Obersiggenthal;AG;8.304;47.484
Rieden SG;8739;0;Gommiswald;SG;9.052;47.223
Riederalp;3987;0;Riederalp;VS;8.022;46.376
Riedern;8750;2;Glarus;GL;9.047;47.049
Riedholz;4533;0;Riedholz;SO;7.566;47.234
Riedikon;8616;0;Uster;ZH;8.712;47.333
Riedstätt;3159;0;Guggisberg;BE;7.320;46.784
Riedt b. Erlen;8586;5;Erlen;TG;9.217;47.543
Riedtwil;3475;0;Seeberg;BE;7.697;47.141
Riehen;4125;0;Riehen;BS;7.649;47.585
Riein;7128;0;Ilanz/Glion;GR;9.233;46.744
Riemenstalden;6452;2;Riemenstalden;SZ;8.666;46.947
Riet (Neftenbach);8412;1;Neftenbach;ZH;8.690;47.536
Rietheim;5323;0;Rietheim;AG;8.281;47.602
Riex;1097;0;Bourg-en-Lavaux;VD;6.736;46.493
Riffenmatt;3156;0;Guggisberg;BE;7.353;46.766
Rifferswil;8911;0;Rifferswil;ZH;8.497;47.246
Riggisberg;3132;0;Riggisberg;BE;7.477;46.812
Rigi Kaltbad;6356;0;Weggis;LU;8.471;47.044
Rigi Klösterli;6410;2;Arth;SZ;8.487;47.044
Rigi Kulm;6410;4;Arth;SZ;8.483;47.055
Rigi Scheidegg;6410;5;Gersau;SZ;8.521;47.025
Rigi Staffel;6410;3;Arth;SZ;8.475;47.054
Riken AG;4853;2;Murgenthal;AG;7.850;47.276
Rikon im Tösstal;8486;0;Zell (ZH);ZH;8.798;47.444
Ringgenberg BE;3852;0;Ringgenberg (BE);BE;7.896;46.701
Ringoldswil;3656;2;Sigriswil;BE;7.695;46.733
Riniken;5223;0;Riniken;AG;8.187;47.494
Riom;7463;0;Surses;GR;9.583;46.608
Riom;7463;0;Surses;GR;9.593;46.633
Riom;7463;0;Surses;GR;9.585;46.629
Risch;6343;3;Risch;ZG;8.465;47.133
Ritzingen;3989;2;Grafschaft;VS;8.225;46.458
Riva San Vitale;6826;0;Riva San Vitale;TI;8.970;45.907
Rivaz;1071;1;Rivaz;VD;6.779;46.476
Rive Haute (Liddes);1945;6;Liddes;VS;7.171;46.007
Riveo;6674;2;Maggia;TI;8.636;46.296
Rivera;6802;0;Monteceneri;TI;8.919;46.127
Rizenbach;3206;0;Ferenbalm;BE;7.227;46.943
Robasacco;6599;0;Cadenazzo;TI;8.941;46.143
Roche VD;1852;0;Roche (VD);VD;6.930;46.362
Roche-d'Or;2912;3;Haute-Ajoie;JU;6.954;47.367
Rochefort;2019;0;Rochefort;NE;6.810;46.978
Roches BE;2762;0;Roches (BE);BE;7.383;47.302
Rocourt;2907;0;Rocourt;JU;6.956;47.389
Rodels;7415;0;Domleschg;GR;9.441;46.739
Rodersdorf;4118;0;Rodersdorf;SO;7.456;47.481
Rodi-Fiesso;6772;0;Prato (Leventina);TI;8.735;46.490
Roggenburg;2814;0;Roggenburg;BL;7.341;47.433
Roggliswil;6265;0;Roggliswil;LU;7.886;47.212
Roggwil BE;4914;0;Roggwil (BE);BE;7.822;47.240
Roggwil TG;9325;0;Roggwil (TG);TG;9.396;47.502
Rohr b. Olten;4655;2;Rohr (SO);SO;7.956;47.411
Rohrbach;4938;0;Rohrbach;BE;7.812;47.133
Rohrbachgraben;4938;2;Rohrbachgraben;BE;7.800;47.121
Rohrmatt;6132;0;Willisau;LU;7.985;47.084
Rolle;1180;0;Rolle;VD;6.336;46.459
Romainmôtier;1323;0;Romainmôtier-Envy;VD;6.461;46.693
Romairon;1423;3;Tévenon;VD;6.642;46.851
Romanel-sur-Lausanne;1032;0;Romanel-sur-Lausanne;VD;6.606;46.563
Romanel-sur-Morges;1122;0;Romanel-sur-Morges;VD;6.512;46.556
Romanens;1626;0;Sâles;FR;6.971;46.651
Romanshorn;8590;0;Romanshorn;TG;9.369;47.565
