city_name;zipcode;Zusatzziffer;community_name;canton;E;N
Saas-Grund;3910;0;Saas-Grund;VS;7.939;46.122
Sachseln;6072;0;Sachseln;OW;8.233;46.865
Saclentse;1996;4;Nendaz;VS;7.319;46.175
Safenwil;5745;0;Safenwil;AG;7.987;47.319
Safien Platz;7107;0;Safiental;GR;9.315;46.683
Safnern;2553;0;Safnern;BE;7.328;47.150
Sagno;6839;0;Breggia;TI;9.041;45.857
Sagogn;7152;0;Sagogn;GR;9.257;46.791
Saicourt;2732;2;Saicourt;BE;7.208;47.243
Saignelégier;2350;0;Saignelégier;JU;6.996;47.256
Saillon;1913;0;Saillon;VS;7.122;46.190
Saillon;1913;0;Saillon;VS;7.185;46.171
Sala Capriasca;6954;0;Capriasca;TI;8.957;46.065
Saland;8493;0;Bauma;ZH;8.853;47.391
Salavaux;1585;0;Vully-les-Lacs;VD;7.023;46.917
Salenstein;8268;2;Salenstein;TG;9.058;47.669
Salez;9465;0;Sennwald;SG;9.503;47.237
Salgesch;3970;0;Salgesch;VS;7.571;46.312
Salins;1991;0;Sion;VS;7.358;46.209
Salmsach;8599;0;Salmsach;TG;9.375;47.556
Salorino;6872;0;Mendrisio;TI;8.995;45.873
Salouf;7462;0;Surses;GR;9.573;46.624
Salvan;1922;0;Salvan;VS;7.021;46.121
Salvenach;1794;0;Murten;FR;7.150;46.913
Samedan;7503;0;Samedan;GR;9.871;46.534
Samnaun Dorf;7563;0;Samnaun;GR;10.361;46.941
Samnaun-Compatsch;7562;0;Samnaun;GR;10.400;46.961
Samstagern;8833;0;Richterswil;ZH;8.682;47.191
Sangernboden;1738;0;Guggisberg;BE;7.353;46.713
Sargans;7320;0;Sargans;SG;9.449;47.050
Sarmenstorf;5614;0;Sarmenstorf;AG;8.243;47.311
Sarn;7423;0;Cazis;GR;9.407;46.719
Sarnen;6060;0;Sarnen;OW;8.250;46.894
Sarreyer;1948;2;Bagnes;VS;7.253;46.063
Sarzens;1683;3;Sarzens;VD;6.850;46.682
Sassel;1534;0;Valbroye;VD;6.858;46.777
Sassel;1534;0;Valbroye;VD;6.846;46.769
Satigny;1242;0;Satigny;GE;6.031;46.218
Sattel;6417;0;Sattel;SZ;8.634;47.084
Saubraz;1189;0;Saubraz;VD;6.330;46.514
Saulcy;2873;0;Saulcy;JU;7.154;47.302
Saules;2063;4;Val-de-Ruz;NE;6.939;47.038
Saules BE;2732;3;Saules (BE);BE;7.222;47.246
Savagnier;2065;0;Val-de-Ruz;NE;6.953;47.047
Savigny;1073;0;Savigny;VD;6.733;46.538
Savognin;7460;0;Surses;GR;9.603;46.596
Savosa;6942;0;Savosa;TI;8.951;46.024
Sax;9468;0;Sennwald;SG;9.457;47.230
Saxeten;3813;0;Saxeten;BE;7.831;46.637
Saxon;1907;0;Saxon;VS;7.181;46.145
Saxonne (Ayent);1966;5;Ayent;VS;7.405;46.281
Says;7202;0;Trimmis;GR;9.581;46.905
Scareglia;6951;17;Lugano;TI;9.036;46.090
Schaan;9494;0;Schaan;LI;9.506;47.173
Schaanwald;9486;0;Mauren;LI;9.562;47.213
Schachen LU;6105;0;Werthenstein;LU;8.140;47.036
Schachen b. Herisau;9112;0;Herisau;AR;9.238;47.382
Schachen b. Reute;9414;0;Reute (AR);AR;9.564;47.425
Schaffhausen;8200;0;Schaffhausen;SH;8.636;47.697
Schaffhausen;8203;0;Schaffhausen;SH;8.662;47.700
Schaffhausen;8207;0;Schaffhausen;SH;8.673;47.723
Schaffhausen;8208;0;Schaffhausen;SH;8.635;47.712
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;BE;7.656;46.995
Schafisheim;5503;0;Schafisheim;AG;8.146;47.376
Schalchen;8489;1;Wildberg;ZH;8.826;47.407
Schalunen;3314;0;Fraubrunnen;BE;7.524;47.110
Schangnau;6197;0;Schangnau;BE;7.864;46.828
Scharans;7412;0;Scharans;GR;9.465;46.717
Scharnachtal;3722;0;Reichenbach im Kandertal;BE;7.698;46.615
Schattdorf;6467;0;Schattdorf;UR;8.659;46.864
Schattenhalb;3860;3;Schattenhalb;BE;8.190;46.707
Scheid;7419;0;Domleschg;GR;9.451;46.778
Schellenberg;9488;0;Schellenberg;LI;9.551;47.234
Schelten;2827;2;Schelten;BE;7.551;47.332
Schenkon;6214;0;Schenkon;LU;8.136;47.173
Scherz;5246;0;Scherz;AG;8.184;47.447
Scherzingen;8596;0;Münsterlingen;TG;9.223;47.632
Scheunen;3305;2;Jegenstorf;BE;7.455;47.070
Scheuren;2556;0;Scheuren;BE;7.321;47.135
Schiers;7220;0;Schiers;GR;9.682;46.970
Schiers;7220;0;Schiers;GR;9.770;46.995
Schindellegi;8834;0;Feusisberg;SZ;8.713;47.174
Schinznach Bad;5116;0;Schinznach-Bad;AG;8.169;47.454
Schinznach Dorf;5107;0;Schinznach;AG;8.140;47.449
Schlans;7168;0;Trun;GR;9.015;46.753
Schlatt TG;8252;0;Schlatt (TG);TG;8.696;47.661
Schlatt ZH;8418;0;Schlatt (ZH);ZH;8.826;47.468
Schlattingen;8255;0;Basadingen-Schlattingen;TG;8.775;47.663
Schleinikon;8165;3;Schleinikon;ZH;8.393;47.496
Schleitheim;8226;0;Schleitheim;SH;8.489;47.750
Schlierbach;6231;0;Schlierbach;LU;8.110;47.226
Schlieren;8952;0;Schlieren;ZH;8.451;47.393
Schliern b. Köniz;3098;1;Köniz;BE;7.416;46.909
Schlossrued;5044;0;Schlossrued;AG;8.089;47.293
Schlosswil;3082;0;Schlosswil;BE;7.612;46.909
Schluein;7151;0;Schluein;GR;9.229;46.787
Schmerikon;8716;0;Schmerikon;SG;8.942;47.225
Schmidigen-Mühleweg;3464;0;Walterswil (BE);BE;7.744;47.095
Schmidrüti;8495;0;Turbenthal;ZH;8.903;47.415
Schmidshof;9565;4;Bussnang;TG;9.055;47.545
Schmiedrued;5046;1;Schmiedrued;AG;8.109;47.271
Schmitten (Albula);7493;0;Schmitten (GR);GR;9.677;46.687
Schmitten FR;3185;0;Schmitten (FR);FR;7.255;46.854
Schnaus;7130;2;Ilanz/Glion;GR;9.181;46.777
Schnaus;7130;2;Ilanz/Glion;GR;9.181;46.823
Schneisingen;5425;0;Schneisingen;AG;8.367;47.520
Schnottwil;3253;0;Schnottwil;SO;7.397;47.112
Schocherswil;8581;0;Amriswil;TG;9.266;47.537
Schongau;6288;0;Schongau;LU;8.272;47.267
Schuders;7228;0;Schiers;GR;9.737;46.993
Schupfart;4325;0;Schupfart;AG;7.963;47.513
Schwaderloch;5326;0;Schwaderloch;AG;8.146;47.584
Schwadernau;2556;2;Schwadernau;BE;7.308;47.128
Schwanden (Sigriswil);3657;0;Sigriswil;BE;7.716;46.736
Schwanden GL;8762;0;Glarus Süd;GL;9.067;46.998
Schwanden b. Brienz;3855;41;Schwanden bei Brienz;BE;8.058;46.757
Schwanden im Emmental;3433;0;Rüderswil;BE;7.694;46.986
Schwarzenbach (Huttwil);4953;0;Huttwil;BE;7.832;47.106
Schwarzenbach LU;6215;2;Beromünster;LU;8.213;47.234
Schwarzenbach SG;9536;0;Jonschwil;SG;9.072;47.441
Schwarzenberg LU;6103;0;Schwarzenberg;LU;8.169;47.015
Schwarzenburg;3150;0;Schwarzenburg;BE;7.342;46.817
Schwarzenegg;3616;0;Unterlangenegg;BE;7.715;46.797
Schwarzhäusern;4911;0;Schwarzhäusern;BE;7.770;47.255
Schwarzsee;1716;3;Plaffeien;FR;7.287;46.673
Schweizersholz;9223;0;Bischofszell;TG;9.196;47.503
Schwellbrunn;9103;0;Schwellbrunn;AR;9.248;47.353
Schwende;9057;2;Schwende;AI;9.434;47.300
Schwenden im Diemtigtal;3757;0;Diemtigen;BE;7.487;46.575
Schwendi im Weisstannental;7325;0;Mels;SG;9.362;47.010
Schwendibach;3624;2;Schwendibach;BE;7.662;46.770
Schwerzenbach;8603;0;Schwerzenbach;ZH;8.656;47.380
Schwyz;6430;0;Schwyz;SZ;8.654;47.021
Schwändi b. Schwanden;8762;2;Glarus Süd;GL;9.066;47.008
Schänis;8718;0;Schänis;SG;9.041;47.159
Schöfflisdorf;8165;0;Schöfflisdorf;ZH;8.419;47.498
Schöftland;5040;0;Schöftland;AG;8.051;47.305
Schönenbaumgarten;8585;7;Langrickenbach;TG;9.230;47.614
Schönenberg ZH;8824;0;Schönenberg (ZH);ZH;8.648;47.194
Schönenberg an der Thur;9215;0;Kradolf-Schönenberg;TG;9.193;47.520
Schönenbuch;4124;0;Schönenbuch;BL;7.506;47.535
Schönengrund;9105;0;Schönengrund;AR;9.229;47.327
Schönenwerd;5012;0;Schönenwerd;SO;8.011;47.370
Schönholzerswilen;8577;0;Schönholzerswilen;TG;9.136;47.517
Schönried;3778;0;Saanen;BE;7.291;46.504
Schötz;6247;0;Schötz;LU;7.986;47.172
Schübelbach;8862;0;Schübelbach;SZ;8.924;47.173
Schüpbach;3535;0;Signau;BE;7.735;46.929
Schüpfen;3054;0;Schüpfen;BE;7.377;47.038
Schüpfheim;6170;0;Schüpfheim;LU;8.021;46.951
Scudellate;6838;3;Breggia;TI;9.040;45.922
Scuol;7550;0;Scuol;GR;10.305;46.794
Sedrun;7188;0;Tujetsch;GR;8.781;46.680
Seeberg;3365;2;Seeberg;BE;7.664;47.156
Seedorf BE;3267;0;Seedorf (BE);BE;7.311;47.034
Seedorf UR;6462;0;Seedorf (UR);UR;8.611;46.884
Seehof;2747;2;Seehof;BE;7.525;47.305
Seelisberg;6377;0;Seelisberg;UR;8.586;46.974
Seengen;5707;0;Seengen;AG;8.201;47.330
Seewen SO;4206;0;Seewen;SO;7.656;47.433
Seewen SZ;6423;0;Schwyz;SZ;8.630;47.031
Seewil;3256;3;Rapperswil (BE);BE;7.409;47.046
Seewis Dorf;7212;0;Seewis im Prättigau;GR;9.634;46.990
Seewis-Pardisla;7212;1;Seewis im Prättigau;GR;9.632;46.978
Seewis-Schmitten;7212;2;Seewis im Prättigau;GR;9.641;46.980
Seftigen;3662;0;Seftigen;BE;7.541;46.787
Segnas;7186;0;Disentis/Mustér;GR;8.828;46.694
Seigneux;1525;2;Valbroye;VD;6.879;46.728
Seiry;1470;3;Lully (FR);FR;6.832;46.812
Seleute;2888;0;Clos du Doubs;JU;7.111;47.366
Selkingen;3989;3;Grafschaft;VS;8.211;46.454
Selma;6545;0;Calanca;GR;9.126;46.320
Seltisberg;4411;0;Seltisberg;BL;7.713;47.461
Selzach;2545;0;Selzach;SO;7.461;47.205
Sembrancher;1933;0;Sembrancher;VS;7.151;46.078
Sementina;6514;0;Sementina;TI;8.989;46.183
Semione;6714;0;Serravalle;TI;8.972;46.408
Sempach;6204;0;Sempach;LU;8.199;47.133
Sempach Station;6203;0;Neuenkirch;LU;8.193;47.115
Semsales;1623;0;Semsales;FR;6.928;46.573
Senarclens;1304;4;Senarclens;VD;6.489;46.601
Sennhof (Winterthur);8482;0;Winterthur;ZH;8.758;47.469
Sennwald;9466;0;Sennwald;SG;9.508;47.266
Sent;7554;0;Scuol;GR;10.344;46.817
Senèdes;1724;6;Senèdes;FR;7.143;46.742
Seon;5703;0;Seon;AG;8.157;47.346
Sergey;1355;2;Sergey;VD;6.500;46.751
Serneus;7249;0;Klosters-Serneus;GR;9.840;46.891
Serpiano;6867;0;Brusino Arsizio;TI;8.929;45.912
Servion;1077;0;Servion;VD;6.785;46.578
Seseglio;6832;1;Chiasso;TI;8.999;45.827
Sessa;6997;0;Sessa;TI;8.819;45.999
Seuzach;8472;0;Seuzach;ZH;8.723;47.537
Sevelen;9475;0;Sevelen;SG;9.482;47.128
Sevgein;7127;0;Ilanz/Glion;GR;9.221;46.765
Sfazù;7742;2;Poschiavo;GR;10.081;46.389
Siat;7157;0;Ilanz/Glion;GR;9.163;46.791
Siblingen;8225;0;Siblingen;SH;8.519;47.714
Siebnen;8854;0;Schübelbach;SZ;8.906;47.178
Siegershausen;8573;0;Kemmental;TG;9.172;47.611
Sierre;3960;0;Anniviers;VS;7.564;46.260
Sierre;3960;0;Sierre;VS;7.536;46.294
Siggenthal Station;5301;0;Untersiggenthal;AG;8.238;47.515
Sigigen;6019;0;Ruswil;LU;8.135;47.065
Sigirino;6806;0;Monteceneri;TI;8.914;46.081
Siglistorf;5462;0;Siglistorf;AG;8.384;47.545
Signau;3534;0;Signau;BE;7.721;46.920
Signy;1274;1;Signy-Avenex;VD;6.202;46.391
Signèse (Ayent);1966;11;Ayent;VS;7.401;46.257
Signôra;6951;23;Lugano;TI;9.047;46.092
Sigriswil;3655;0;Sigriswil;BE;7.720;46.718
Sihlbrugg;6340;4;Neuheim;ZG;8.579;47.217
Sihlbrugg Station;8135;2;Horgen;ZH;8.575;47.243
Sihlwald;8135;3;Horgen;ZH;8.556;47.268
Silenen;6473;0;Silenen;UR;8.670;46.790
Sils im Domleschg;7411;0;Sils im Domleschg;GR;9.457;46.701
Sils/Segl Baselgia;7515;0;Sils im Engadin/Segl;GR;9.755;46.432
Sils/Segl Maria;7514;0;Sils im Engadin/Segl;GR;9.766;46.430
Silvaplana;7513;0;Silvaplana;GR;9.793;46.462
Silvaplana-Surlej;7513;2;Silvaplana;GR;9.814;46.459
Simplon Dorf;3907;0;Simplon;VS;8.052;46.195
Sins;5643;0;Sins;AG;8.395;47.195
Sins;5643;0;Sins;AG;8.346;47.187
Sion;1950;0;Sion;VS;7.359;46.234
Sirnach;8370;0;Sirnach;TG;9.002;47.460
Siselen BE;2577;0;Siselen;BE;7.188;47.031
Sisikon;6452;0;Sisikon;UR;8.624;46.948
Sissach;4450;0;Sissach;BL;7.816;47.471
Sisseln AG;4334;0;Sisseln;AG;7.985;47.552
Sitterdorf;8589;0;Zihlschlacht-Sitterdorf;TG;9.245;47.506
Siviez (Nendaz);1997;1;Nendaz;VS;7.319;46.135
Siviriez;1678;0;Siviriez;FR;6.880;46.658
Soazza;6562;0;Soazza;GR;9.217;46.366
Sobrio;6749;0;Faido;TI;8.902;46.400
Soglio;7610;0;Bregaglia;GR;9.540;46.343
Solduno;6600;4;Locarno;TI;8.779;46.171
Solothurn;4500;0;Solothurn;SO;7.529;47.206
Somazzo;6872;1;Mendrisio;TI;8.993;45.879
Someo;6674;0;Maggia;TI;8.666;46.286
Sommentier;1688;0;Vuisternens-devant-Romont;FR;6.912;46.638
Sommeri;8580;3;Sommeri;TG;9.287;47.571
Sonceboz-Sombeval;2605;0;Sonceboz-Sombeval;BE;7.169;47.195
Sonnental;9245;2;Oberbüren;SG;9.139;47.458
Sonogno;6637;0;Sonogno;TI;8.786;46.350
Sonterswil;8564;3;Wäldi;TG;9.081;47.620
Sonvico;6968;0;Lugano;TI;8.991;46.058
Sonvilier;2615;0;Sonvilier;BE;6.964;47.140
Sool;8762;3;Glarus Süd;GL;9.091;47.000
Soral;1286;0;Soral;GE;6.043;46.145
Sorengo;6924;0;Sorengo;TI;8.934;46.000
Sorens;1642;0;Sorens;FR;7.060;46.669
Sornard (Nendaz);1997;2;Nendaz;VS;7.303;46.189
Sornetan;2716;0;Petit-Val;BE;7.214;47.274
Sorvilier;2736;0;Sorvilier;BE;7.308;47.237
Sottens;1062;0;Jorat-Menthue;VD;6.742;46.655
Soubey;2887;0;Soubey;JU;7.049;47.310
Souboz;2748;0;Petit-Val;BE;7.244;47.275
Soulce;2864;0;Haute-Sorne;JU;7.268;47.303
Soyhières;2805;0;Soyhières;JU;7.373;47.392
Speicher;9042;0;Speicher;AR;9.440;47.410
Speicherschwendi;9037;0;Speicher;AR;9.441;47.427
Spiegel b. Bern;3095;0;Köniz;BE;7.433;46.926
Spiez;3700;0;Spiez;BE;7.677;46.691
Spiringen;6464;0;Spiringen;UR;8.728;46.871
Splügen;7435;0;Splügen;GR;9.324;46.554
Spreitenbach;8957;0;Spreitenbach;AG;8.358;47.419
Spruga;6663;2;Onsernone;TI;8.569;46.201
St-Aubin FR;1566;0;Saint-Aubin (FR);FR;6.980;46.890
St-Aubin-Sauges;2024;0;Saint-Aubin-Sauges;NE;6.774;46.896
St-Barthélemy VD;1040;3;Saint-Barthélemy (VD);VD;6.595;46.634
St-Blaise;2072;0;Saint-Blaise;NE;6.987;47.013
St-Brais;2364;0;Saint-Brais;JU;7.112;47.305
St-Cergue;1264;0;Saint-Cergue;VD;6.159;46.448
St-Cierges;1410;5;Montanaire;VD;6.732;46.689
St-George;1188;2;Saint-George;VD;6.263;46.515
St-Germain (Savièse);1965;4;Savièse;VS;7.349;46.251
St-Gingolph;1898;0;Saint-Gingolph;VS;6.804;46.393
St-Imier;2610;0;Saint-Imier;BE;6.997;47.153
St-Jean VS;3961;41;Anniviers;VS;7.580;46.198
St-Livres;1176;0;Saint-Livres;VD;6.387;46.507
St-Luc;3961;22;Anniviers;VS;7.598;46.222
St-Légier-La Chiésaz;1806;0;Saint-Légier-La Chiésaz;VD;6.884;46.471
St-Léonard;1958;0;Saint-Léonard;VS;7.420;46.256
St-Martin FR;1609;0;Saint-Martin (FR);FR;6.869;46.576
St-Martin VS;1969;0;Saint-Martin (VS);VS;7.444;46.174
St-Maurice;1890;0;Saint-Maurice;VS;7.003;46.217
St-Oyens;1187;0;Saint-Oyens;VD;6.309;46.499
St-Pierre-de-Clages;1955;5;Chamoson;VS;7.237;46.192
St-Prex;1162;0;Saint-Prex;VD;6.458;46.481
St-Romain (Ayent);1966;4;Ayent;VS;7.413;46.283
St-Saphorin (Lavaux);1071;2;Saint-Saphorin (Lavaux);VD;6.796;46.473
St-Saphorin-sur-Morges;1113;0;Echichens;VD;6.488;46.546
St-Sulpice NE;2123;0;Val-de-Travers;NE;6.562;46.911
St-Sulpice VD;1025;0;Saint-Sulpice (VD);VD;6.560;46.509
St-Séverin;1975;0;Conthey;VS;7.303;46.239
St-Triphon;1867;2;Ollon;VD;6.978;46.293
St-Ursanne;2882;0;Clos du Doubs;JU;7.154;47.365
St-Ursanne;2882;0;Saint-Brais;JU;7.112;47.321
St. Antoni;1713;0;St. Antoni;FR;7.265;46.821
St. Antönien;7246;0;Luzein;GR;9.814;46.969
St. Erhard;6212;0;Knutwil;LU;8.074;47.183
St. Gallen;9000;0;St. Gallen;SG;9.362;47.424
St. Gallen;9008;0;St. Gallen;SG;9.392;47.442
St. Gallen;9010;0;St. Gallen;SG;9.372;47.442
St. Gallen;9011;0;St. Gallen;SG;9.380;47.422
St. Gallen;9012;0;St. Gallen;SG;9.362;47.410
St. Gallen;9014;0;St. Gallen;SG;9.336;47.409
St. Gallen;9015;0;St. Gallen;SG;9.309;47.406
St. Gallen;9016;0;St. Gallen;SG;9.414;47.442
St. Gallenkappel;8735;0;Eschenbach (SG);SG;8.972;47.248
St. German;3942;3;Raron;VS;7.821;46.311
St. Josefen;9030;3;Gaiserwald;SG;9.339;47.427
St. Margarethen TG;9543;0;Münchwilen (TG);TG;9.002;47.492
St. Margrethen SG;9430;0;St. Margrethen;SG;9.626;47.454
St. Margrethenberg;7313;0;Pfäfers;SG;9.512;46.975
St. Martin (Lugnez);7116;2;Vals;GR;9.184;46.674
St. Moritz;7500;0;St. Moritz;GR;9.831;46.494
St. Niklaus VS;3924;0;St. Niklaus;VS;7.803;46.178
St. Niklausen LU;6005;2;Horw;LU;8.340;47.019
St. Niklausen OW;6066;0;Kerns;OW;8.283;46.875
St. Pantaleon;4421;0;Nuglar-St. Pantaleon;SO;7.688;47.459
St. Pelagiberg;9225;1;Hauptwil-Gottshaus;TG;9.303;47.489
St. Peter;7028;0;Arosa;GR;9.648;46.835
St. Peterzell;9127;0;Neckertal;SG;9.176;47.318
St. Silvester;1736;0;St. Silvester;FR;7.224;46.742
St. Stephan;3772;0;St. Stephan;BE;7.400;46.506
St. Urban;4915;0;Pfaffnau;LU;7.840;47.232
St. Ursen;1717;0;St. Ursen;FR;7.217;46.790
Sta. Maria Val Müstair;7536;0;Val Müstair;GR;10.423;46.601
Sta. Maria in Calanca;6541;0;Santa Maria in Calanca;GR;9.145;46.265
Staad SG;9422;0;Thal;SG;9.542;47.481
Stabio;6855;0;Stabio;TI;8.939;45.851
Stachen;9320;3;Arbon;TG;9.412;47.504
Stadel (Winterthur);8404;3;Winterthur;ZH;8.765;47.535
Stadel b. Niederglatt;8174;0;Stadel;ZH;8.471;47.529
Staffelbach;5053;0;Staffelbach;AG;8.042;47.284
Stalden (Sarnen);6063;0;Sarnen;OW;8.209;46.887
Stalden VS;3922;0;Stalden (VS);VS;7.869;46.234
Staldenried;3933;0;Staldenried;VS;7.888;46.229
Stallikon;8143;0;Stallikon;ZH;8.493;47.324
Stampa;7605;0;Bregaglia;GR;9.589;46.344
Stans;6370;0;Stans;NW;8.360;46.958
Stansstad;6362;0;Stansstad;NW;8.340;46.977
Starrkirch-Wil;4656;0;Starrkirch-Wil;SO;7.929;47.349
Staufen;5603;0;Staufen;AG;8.163;47.381
Ste-Croix;1450;0;Sainte-Croix;VD;6.503;46.823
Stechelberg;3824;0;Lauterbrunnen;BE;7.902;46.548
Steckborn;8266;0;Steckborn;TG;8.983;47.667
Steffisburg;3612;0;Steffisburg;BE;7.625;46.777
Steffisburg;3613;0;Steffisburg;BE;7.615;46.771
Steg VS;3940;0;Steg-Hohtenn;VS;7.752;46.312
Steg im Tösstal;8496;0;Fischenthal;ZH;8.932;47.354
Stehrenberg;9503;0;Bussnang;TG;9.090;47.523
Stein AG;4332;0;Stein (AG);AG;7.956;47.547
Stein AR;9063;0;Stein (AR);AR;9.346;47.375
Stein SG;9655;0;Nesslau;SG;9.230;47.200
Stein am Rhein;8260;0;Stein am Rhein;SH;8.860;47.659
Steinach;9323;0;Steinach;SG;9.440;47.503
Steinebrunn;9314;0;Egnach;TG;9.346;47.536
Steinen;6422;0;Steinen;SZ;8.612;47.047
Steinerberg;6416;0;Steinerberg;SZ;8.585;47.055
Steinhaus;3995;4;Ernen;VS;8.238;46.413
Steinhaus;3995;4;Ernen;VS;8.179;46.421
Steinhausen;6312;0;Steinhausen;ZG;8.490;47.199
Steinhof SO;4556;4;Aeschi (SO);SO;7.686;47.159
Steinhuserberg;6114;0;Wolhusen;LU;8.046;47.043
Steinmaur;8162;0;Steinmaur;ZH;8.454;47.494
Stels;7226;0;Schiers;GR;9.717;46.966
Stels;7226;0;Schiers;GR;9.798;47.010
Sternenberg;8499;0;Bauma;ZH;8.912;47.387
Stetten AG;5608;0;Stetten (AG);AG;8.302;47.402
Stetten SH;8234;0;Stetten (SH);SH;8.663;47.740
Stettfurt;9507;0;Stettfurt;TG;8.961;47.525
Stettlen;3066;0;Stettlen;BE;7.523;46.959
Stierva;7459;0;Albula/Alvra;GR;9.539;46.665
Stilli;5233;0;Villigen;AG;8.231;47.516
Stoos SZ;6433;0;Morschach;SZ;8.665;46.980
Strada;7558;0;Valsot;GR;10.435;46.864
Strengelbach;4802;0;Strengelbach;AG;7.920;47.281
Studen BE;2557;0;Studen (BE);BE;7.303;47.113
Studen SZ;8845;0;Unteriberg;SZ;8.834;47.073
Stugl/Stuls;7482;2;Bergün/Bravuogn;GR;9.733;46.650
Stäfa;8712;0;Stäfa;ZH;8.731;47.239
Stüsslingen;4655;0;Stüsslingen;SO;7.974;47.394
Suberg;3262;0;Grossaffoltern;BE;7.335;47.062
Subingen;4553;0;Subingen;SO;7.623;47.197
Suchy;1433;0;Suchy;VD;6.599;46.722
Suen (St-Martin);1969;4;Saint-Martin (VS);VS;7.440;46.182
Sufers;7434;0;Sufers;GR;9.367;46.572
Sugiez;1786;0;Mont-Vully;FR;7.113;46.962
Sugnens;1043;0;Montilliez;VD;6.671;46.655
Suhr;5034;0;Suhr;AG;8.086;47.374
Sulgen;8583;0;Sulgen;TG;9.182;47.542
Sullens;1036;0;Sullens;VD;6.567;46.594
Sulz AG;5085;0;Laufenburg;AG;8.091;47.535
Sulz LU;6284;2;Hitzkirch;LU;8.289;47.220
Sulzbach;8614;2;Uster;ZH;8.747;47.329
Sumiswald;3454;0;Sumiswald;BE;7.745;47.028
Summaprada;7421;0;Cazis;GR;9.435;46.715
Sumvitg;7175;0;Sumvitg;GR;8.938;46.727
Sundlauenen;3800;5;Beatenberg;BE;7.796;46.687
Sur;7456;0;Surses;GR;9.634;46.523
Surava;7472;0;Albula/Alvra;GR;9.612;46.665
Surcasti;7115;0;Lumnezia;GR;9.177;46.697
Surcuolm;7138;0;Obersaxen Mundaun;GR;9.144;46.758
Surin;7148;2;Lumnezia;GR;9.115;46.665
Surpierre;1528;0;Surpierre;FR;6.861;46.745
Surrein;7173;0;Sumvitg;GR;8.951;46.722
Sursee;6210;0;Sursee;LU;8.109;47.173
Susch;7542;0;Zernez;GR;10.075;46.751
Suscévaz;1437;0;Suscévaz;VD;6.578;46.764
Susten;3952;0;Leuk;VS;7.648;46.308
Sutz;2572;0;Sutz-Lattrigen;BE;7.217;47.104
Syens;1510;2;Syens;VD;6.779;46.646
Sâles (Gruyère);1625;0;Sâles;FR;6.973;46.636
Säriswil;3049;0;Wohlen bei Bern;BE;7.334;46.992
Sédeilles;1554;0;Villarzel;VD;6.933;46.749
Sévaz;1541;3;Sévaz;FR;6.875;46.839
Sévery;1141;0;Sévery;VD;6.438;46.576
Sörenberg;6174;0;Flühli;LU;8.032;46.823
Süderen;3618;0;Röthenbach im Emmental;BE;7.759;46.818
Sünikon;8162;1;Steinmaur;ZH;8.433;47.490
Tafers;1712;0;Tafers;FR;7.217;46.818
Tagelswangen;8317;0;Lindau;ZH;8.669;47.428
Tamins;7015;0;Tamins;GR;9.411;46.832
Tann;8632;0;Dürnten;ZH;8.848;47.265
Tannay;1295;2;Tannay;VD;6.176;46.309
Tarasp;7553;0;Scuol;GR;10.265;46.776
Tartar;7422;0;Cazis;GR;9.420;46.719
Tartegnin;1180;2;Tartegnin;VD;6.315;46.466
Tatroz;1617;2;Attalens;FR;6.869;46.526
Tavanasa;7162;0;Breil/Brigels;GR;9.065;46.755
Tavannes;2710;0;Tavannes;BE;7.197;47.221
Taverne;6807;0;Capriasca;TI;8.935;46.073
Taverne;6807;0;Torricella-Taverne;TI;8.934;46.067
Tecknau;4492;0;Tecknau;BL;7.881;47.449
Tegerfelden;5306;0;Tegerfelden;AG;8.286;47.558
Tegna;6652;0;Terre di Pedemonte;TI;8.744;46.186
Tenero;6598;0;Tenero-Contra;TI;8.848;46.181
Tenna;7106;0;Safiental;GR;9.336;46.747
Tenniken;4456;0;Tenniken;BL;7.816;47.437
Tennwil;5617;0;Meisterschwanden;AG;8.221;47.307
Tentlingen;1734;0;Tentlingen;FR;7.200;46.770
Termen;3912;0;Termen;VS;8.024;46.330
Termine;6998;0;Monteggio;TI;8.792;45.999
Territet;1820;5;Montreux;VD;6.923;46.427
Tersnaus;7116;0;Lumnezia;GR;9.185;46.693
Tesserete;6950;0;Capriasca;TI;8.965;46.068
Teufen AR;9053;0;Teufen (AR);AR;9.395;47.391
Teufen ZH;8428;0;Freienstein-Teufen;ZH;8.567;47.550
Teufenthal AG;5723;0;Teufenthal (AG);AG;8.126;47.328
Teuffenthal b. Thun;3623;0;Teuffenthal (BE);BE;7.711;46.767
Thal;9425;0;Thal;SG;9.569;47.465
Thalheim AG;5112;0;Thalheim (AG);AG;8.103;47.436
Thalheim an der Thur;8478;0;Thalheim an der Thur;ZH;8.750;47.579
Thalkirch;7109;0;Safiental;GR;9.281;46.640
Thalwil;8800;0;Thalwil;ZH;8.569;47.290
Thayngen;8240;0;Thayngen;SH;8.711;47.747
Theilingen;8484;3;Weisslingen;ZH;8.769;47.419
Therwil;4106;0;Therwil;BL;7.548;47.496
Thielle;2075;1;La Tène;NE;7.030;47.021
Thierachern;3634;0;Thierachern;BE;7.576;46.752
Thierrens;1410;0;Montanaire;VD;6.756;46.703
Thun;3600;0;Thun;BE;7.631;46.759
Thun;3603;0;Thun;BE;7.600;46.762
Thun;3604;0;Thun;BE;7.621;46.741
